description,established,id,name,organic,resource_url,website
"Welcome to the Mountaineer Brewing Company, located in Martinsburg, West Virginia. We have been brewing quality beers for our local customers for several years, but now the secret is out and you will find our products growing in popularity throughout the region. Why? Because we know that good beer is about quality ingredients and exceptional taste. In a market dominated by global conglomerates, Mountaineer Brewing Company understands that success is really earned one customer at a time. We constantly strive to meet the changing demands of our consumers and deliver a wide range of high quality products that we can be proud of.",,jg49lA,Mountaineer Brewing Company,False,brewery,http://www.mountaineerbrewing.com/
"Born from Matthew and Lauri's passion for craft beer, Moustache Brewing Co. is a 2 BBL microbrewery located in Riverhead, New York. Moustache Brewing Co. provides Long Island and the New York City area with fresh, local and handcrafted beers.
 
The beers are based on brewing’s tradition with a nod to the trends and uniquely changing future of craft beer. the beers are constantly changing to keep our unique homebrew spirit and to highlight fresh locally grown ingredients. We are dedicated to creating, sharing and educating the masses about craft beer.",,WOLPaN,Moustache Brewing Co.,False,brewery,http://www.moustachebrewing.com/
"Moylan’s Brewery & Restaurant, Novato’s only brewpub, was $3.5 million project that has established a strong following among North Marin’s beer connoisseurs. Moylan’s features a 57 foot long bar, a dart room with a fireplace and a reading library featuring brewing books and magazines from Brendan’s personal collection. By constructing the brewpub in an empty lot from his own vision, Moylan was able to increase efficiency and productivity, while still leaving room for expansion as the establishment’s popularity grows. According to Moylan, the location at Rowland Plaza provides good freeway visibility and helps attract a greater number of customers from the nearby theatre and corporate offices. When Moylan co-founded Marin Brewing Company back in 1989 there were only about a 100 brewpubs across the country. Today, there are more than 2000.",1995,u4OLtt,Moylan's Brewing Company,False,brewery,http://www.moylans.com/
"Michael Mraz started brewing as a hobby.  Now after winning many awards with his innovative beers, he is bringing his style of amazing tasting beer to you.",2012,9Pj2Cr,Mraz Brewing Company,False,brewery,http://mrazbrewingcompany.com/
"Welcome to Mt. Emily Alehouse! We are a brewpub, that is a brewery and restaurant, located in downtown La Grande, Oregon. We specialize in English style Ales. but brew a variety of beers from a blonde to a stout. As the only current brewery in La Grande, and in fact Union County, we are bringing back a tradition of small local breweries producing fresh brewed beer. Our kitchen specializes in gourmet pizza, but also offers a variety of appetizers, hot sandwiches, soups and salads, desserts, and weekly specials. If you are in La Grande please stop into our brewpub and enjoy a cold pint and some delicious food.",1990,tvKGeF,Mt Emily Ale House,False,brewery,http://www.mtemilyalehouse.com/
,,QclQFK,MT Head Brewing Co,False,brewery,http://www.mtheadbrewingco.com/
Small craft brewery located in downtown Vancouver with it's roots in SE Portland.  Fall of 2015 we'll be opening back up in SE Portland,2010,HZvqhd,Mt Tabor Brewing Co,False,brewery,http://www.mttaborbrewing.com/
"Mt. Begbie Brewing was founded by Bart and Tracey Larson. Their love of beer and the quest for mountain living lured them to move to Revelstoke to create the brewery in 1996. Bart has a Phd in nuclear physics, but he prefers to make beer not war, right here in Revelstoke. And Bart hasn't let all that education stop him from making great beer. In fact, he's managed to combine his scientific background with an artistic, if somewhat bohemian, flair for beermaking to create what The Globe and Mail and Vancouver Province newspapers have called some of the best suds around. 

Bart's brewery skills are complemented by Tracey's tenacious management and marketing skills. Tracey has a degree in biology; but she too is immersed in the brewing business. She probably comes closest to using skills learned in courses such as zoology when calling on remote bars to demo cold Begbies to rowdy, and thirsty, patrons. 

The brewery has seen expansion since it's beginnings. Most significantly, the brewery moved to a larger location downtown, in an old car dealership, which now includes a tasting area and retail space.",1996,bVrLGO,Mt. Begbie Brewing Company,False,brewery,http://www.mt-begbie.com/
"Mt. Carmel Brewing Company is a local family owned and operated brewery. The brewery was founded in May of 2005 by Cincinnati natives Mike and Kathleen Dewey. 

Inspired with a passion for good beer, founders Mike and Kathleen Dewey work towards providing exceptional craft beers to the greater Cincinnati area. We look forward to serving our customers, as if each was our first and only. We look to grow at a comfortable pace not to jeopardize our focus on product quality, customer service, and a respectful business practice.",2005,sitjIr,Mt. Carmel Brewing Company,False,brewery,http://mtcarmelbrewingcompany.com/
"We are a micro (Greek letter µ) brewery that is in the heart of the Aurora Cultural Arts District. We are very excited to be a part of this community. We are looking forward to doing several events in tandem with the fantastic Artists from all mediums in this area. So, whether you are looking for somewhere to cool off in the summer or warm up in the winter or going to any one of the shows around Downtown Aurora, please stop in and enjoy good beer and fantastic company.",2014,YO9d46,Mu Brewery,False,brewery,http://www.brewbymu.com/
,,oJ2c5t,Mucklerat Brew Works,False,brewery,http://www.mucklerat.com/
"We craft a variety of exquisite and delicious beers. There is sure to be several brews that please most every palate.  For the kids of all ages, we also craft excellent soft drinks such as Teetotaler Sparkling Lemonade and Where's Your Mother Root-Beer.  For those seeking beverages other than beer, feel free to visit The Post Martini Bar just a few feet down the hall from us.

We provide free popcorn and you are welcome to bring in your own food or order-in food in from a variety of restaurants in the area.

We are located in the historic Post building in Uptown Butte on corner of Main and Galena.  This tastefully-remodeled historic space has been designed to facilitate a fantastic customer experience focusing on a rustic relaxed atmosphere, easy conversation, quality music, friendly & knowledgeable staff, great beer and good times!",2015,KtnKWG,Muddy Creek Brewery,False,brewery,http://www.muddycreekbrewery.com
"The brewery's building is a little over 100 years old and used to be a Wool & Skin Store run by the Poulton family for 80 years. After a few renovations, it's perfect for enjoying some ice cold beer, local Mudgee wine and of course, local produce. The brewery is also the home of live music in Mudgee. Other services include catering, weddings, events and tours. 

As a family run local business, our main goal is to promote Mudgee, local wine makers and farmers while increasing tourism in the Central West region. And, as always, serve fantastic beer and food.",2007,xm6rt6,Mudgee Brewing Co,False,brewery,http://www.mudgeebrewing.com.au/
,,BzJnwS,Mudhook Brewing Co,False,brewery,http://mudhookbrewingco.com
,,WO7A3K,Mudshark Brewing Company,False,brewery,http://www.mudsharkbeer.com/
,1586,wd1Y84,Mühlengrund Braugasthaus,False,brewery,
"Southern Maryland's first Production Craft Brewery! Find Patuxent Pale Ale, Marc Six Blonde, Jack Straw IPA, Carmelite Wheat and Shucker Stout at bars, liquor stores and restaurants throughout Southern MD and the Mid-Atlantic. Drink Local.",2013,XWih3e,Mully's Brewery,False,brewery,http://www.mullysbrewery.com/
,2001,w66Qhq,Multi-Brasses,False,brewery,http://microbrasserie.ca/
"Microbrewery and taproom located in Downtown Los Angeles, California.  We brew a wide variety of beers from American style IPAs to Belgian Strong Ales.",2015,pUVZvr,Mumford Brewing,False,brewery,http://www.mumfordbrewing.com
"Hamilton, OH United States
Micro Brewery",2015,3KZW6O,Municipal Brew Works,False,brewery,
,1856,nej1DC,Murphy Brewery Ireland Limited,False,brewery,http://www.murphys.com/
,,8hpyCl,Murphy's Wagon Wheel,False,brewery,
"At Murray’s we are fanatical about the quality of our beers. We use only the best quality ingredients sourced from Australia and around the world and we give all of our beers extended conditioning times – no rushing.

Established in late 2006 by passionate craft beer enthusiast, Murray Howe, Murray’s Craft Brewing Co. has quickly gained a reputation as one of Aust best Craft Brewers. So much so that we were awarded ‘Best Brewer in Australia’ in October 2012. 

Crafted in Port Stephens on the beach on the NSW Hunter region our hugely sought-after range of unconventional, unique and sometimes just plain weird – full-flavoured beers are available across Australia.

We’re not a corporation and we’d NEVER lower our standards to sell more beer. Rest-assured our beers have won more awards than our ads. Murray’s is proudly 100% Australian-owned.

Murray’s… Made of the Right Stuff.",2006,I0AWx9,Murray's Craft Brewing Co,False,brewery,http://www.murraysbrewingco.com.au/
"The Murree Brewery produces a wide variety of Beer's, Liquor's and non alcoholic products. Our Premium products include Murree's Millennium Beer, Murree's Classic Beer, Lite Export Pils, Eight and Twelve years old Single Malt Whiskies, Vintage with a blend of a Scotch Grain Whisky, Silver Top Gin, Bolskaya Vodka and Doctor's Brandy.",1860,22ttqQ,Murree Brewery,False,brewery,http://www.murreebrewery.com/
"Museum De Roos Hilvarenbeek is a unique authentic village brewery from the nineteenth century. You are experiencing the world of traditional beer. Volunteers have managed to completely renovate the old building and its inventory and even build a new brewery. The Rose has become a living museum where history, knowledge, Brabant geniality and hospitality go hand in hand. Only volunteers ensure that Museum De Roos is getting expanded.
You will find us at the St. Sebastian Street 4 Hilvarenbeek, on the corner of the plaza.",,WbwXSq,Museumbrouwerij de Roos,False,brewery,http://www.museumbrouwerij.nl/
,1990,MZ5jPl,Museums- und Traditionsbrauerei Wippra - Gebr. Gehring,False,brewery,http://www.wippraer-bier.de/
,,Zfazn1,Muskegon Brewing & Distilling Co,False,brewery,http://www.muskegonbrewing.com/
"Founded by Gary McMullen and Kirk Evans, Muskoka Cottage Brewery opened for business in 1996. The Brewery now employs a team of 18, all dedicated to providing you with the finest experience in hand-crafted beer.

Nestled in the heart of Muskoka, Muskoka Cottage Brewery is the Taste of Cottage Country! In keeping with our Muskoka home and surroundings, our goal is to lead our industry in craft beer excellence and innovation, environmentally sound and sustainable practices.

Our values at Muskoka Cottage Brewery are to have a respectful, authentic, open and honest relationship with all of our Muskoka customers and business partners.

In short, we have a passion for great craft beer and we hope you enjoy it!",1996,2LVr6Q,Muskoka Cottage Brewery,False,brewery,http://www.muskokabrewery.com/
"Mustang Brewing Company was created to makes great, easy-drinking, craft beers. Headquartered in Oklahoma City, OK, our award-winning line-up includes Washita Wheat, Sixty-Six, Golden Ale, Thirty-Three, Harvest Lager, and more. For details, please visit www.mustangbrewing.com.",2009,6wohdy,Mustang Brewing Company,False,brewery,http://www.mustangbrewing.com/
"At this family-run locale nestled in the breathtaking Wallowa Valley on the remote northeastern corner of Oregon’s craft frontier, Mutiny is brewing.  Fueling hikers, rafters, and outdoor enthusiasts 330 miles due east of Portland, Mutiny Brewing Company specializes in beer as it’s meant to be made and as it’s meant to be enjoyed.",2009,3bzeJv,Mutiny Brewing Company,False,brewery,http://mutinybrewing.com
,,p27V8S,Mutt & Jess,False,brewery,
,,NLHaVd,Myanmar Brewery and Distillery,False,brewery,
"Our mission is to create a cornucopia of high-quality rustic ales for the discriminating consumer, to test the boundaries of creativity and style. In short, to make outstanding beer.

How do we plan to do it? It involves using fresh, high-quality ingredients and a steady hand at the kettle. But that’s just half of it. The other half of it is right here. The power of the internet, social media, and networking is here to see. Think of this as your own internet brewpub where you can sidle up next to the brewmaster and ask a question — because you can.

What’s so Mysterious?

It’s a bit of a throwback. “Mystery” in its original definition meant the “art and craft of a trade.”  Brewers were among the first organized trade groups; there is evidence of a guild of brewers as early as 12th Century London: “the Master, Keepers or Wardens and Commonalty of the Mistery or Art of Brewers of the City of London”. So, it’s a tribute, it’s recognition that there is just as much art to brewing as there is science, and it’s a gentle reminder that to move forward and create a truly excellent future, sometimes you have to look at the past.",2011,L29NU9,Mystery Brewing Company,False,brewery,http://www.mysterybrewing.com/
Mystic microbes abhorred the isolation of the industrial age. They became a microscopic cabal intent on flourishing. As mystic brewers we yield to their intent; we let them make the beer. Our job is to goad them unto self-realization.,2011,7yzKhF,Mystic Brewery,False,brewery,http://www.mystic-brewery.com/
,2000,zf0Of4,Mythos Breweries S.A.,False,brewery,http://www.mythosbrewery.gr/
Nail Brewing Australia brews multiple award winning beers including Nail Ale and Nail Stout. Nail has recently added a special Russian Imperial Stout as an annaul beer - Clout Stout. Nail Brewing is a 100% Australian owned company. John Stallwood is presently head brewer.,2000,aNU3n7,Nail Brewing Australia,False,brewery,http://www.nailbrewing.com.au/
"Nail Creek Brewery is situated in the barn directly behind Nail Creek Pub. The origins and age of the barn are unfortunately unknown. About the only thing that I know is that the building is very old. The area of Utica where Nail Creek is located was once filled with breweries, malteries and all kinds of brewing industry. I am crossing my fingers and hoping that the barn was once involved in Utica’s brewing history.


The first year of the brewery’s operation will consist of true micro brewing. I’m talking about 20 gallon batches here… one keg at a time. Brewing will take place 2 to 3 times a week. The Primary focus of the first year will be to develop a few finalized, tweaked, end game recipes that I can set as a standard at the pub. I want to continually narrow down the recipes and processes until I have taken them to where I would be confident in sharing them with the worlds best brewers. The secondary focus is to experiment with different styles of beer and explore the art of brewing. Ideally, I would like to brew 3 times a week. The first two times would be to work on standardizing the two recipes and the third would simply be an experiment.",,UwPt2I,Nail Creek Pub & Brewery,False,brewery,http://nailcreekpub.com/
"A duo of guys who know that life is too short not to drink good beer. Our goal is to bring a variety of natural and exceptional craft brews to the masses, but since priests frown on that we've decided instead to bring them to you. Got Naked Lately?",,24ZVdb,Naked Brewing Company,False,brewery,http://nakedbrewingcompany.com/
"Once upon a time, there were two dudes named Donald and Don. One was an engineer toiling away on the super computers of a local university, and the other was a supervisor managing the complex operations of a local billionaire. Both of them loved their jobs, but more than their jobs they loved beer. Each Don had a recurring dream of a magical place without a name, a place where the great beers of the world flowed like the Salmon le Sac at flood stage, and the fine brewing tradition of the Pacific Northwest stood proudly beside the best concoctions from far-flung breweries in Asia and across Europe.

Don and Donald worked tirelessly in the wee hours on their home brew mixtures, searching for the best possible combination of hops, malt, barley, and love. For long years, the two Dons had their separate dreams, and never met. A local poet named Bryan had the pleasure of growing up with Donald, and worked for the same local billionaire as Don. After many months of hearing Don speak of his dream of the magical beer haven, Bryan knew it must be the very same place of which Donald had spoken too. He knew instinctively that it was his responsibility to bring the two Dons together. On a fateful summer afternoon at the Elysian Brewery on Capitol Hill, the two Dons met. The event later became known as THE HAPPY HOUR OF DESTINY.

Every patron in the pub knew something special was happening that day. The magical place both men dreamed of was one and the same. That very afternoon, the two Dons vowed to create a great beer haven right here on earth, and together they would name this magic place THE NAKED CITY. In THE NAKED CITY, it doesn't matter where you're going or where you've been, all that matters is great living and great beer. In THE NAKED CITY, the only problem is what great craft beer to try next. The two Dons spent a combined 25 years studying the world's great brewing traditions, and couldn't wait to begin experimenting together. Their very first batch of beer, an Oak-aged double IPA, took a ribbon in the Northwest regionals of the 2007 National Homebrew Competition. The rest, as they say, is history.

Two years after the two Dons combined their separate dreams, THE NAKED CITY opened its doors. Now Naked City boasts an award-winning brewery that produces a variety of small-batch beers available at the pub and friendly bars and restaurants in Seattle, Tacoma, Bellingham, and beyond. The 24 taps of THE NAKED CITY offer a constantly rotating variety of Washington's best beers, regional craft beers, and the best beers Donald and Don have found in two lifetimes of beer travels around the world.

Two and a half years after THE NAKED CITY was founded, the Dons convinced the local poet who brought them together to join them in the adventure. The Dons and Bryan together built a bigger brewery; a full-size kitchen; a dining room/movie theatre called The Screening Room that features free monthly events including film, comedy, poetry, community discusssion, and jazz; and now The Walrus Beer Garden, a patio that's home to murals by local artists, games, and summertime events.

So. Welcome to THE NAKED CITY, where great beer lovers flock like the salmon of Capistrano, and the only question is: WHAT TAP NEXT?",2008,WF34ng,Naked City Brewery & Taphouse,False,brewery,http://www.nakedcitybrewing.com/
"Naked Dove Brewing company was born through our passionate commitment to the art and science of brewing.

At Naked Dove we concentrate on doing one thing: utilizing the best ingredients that the world has to offer to brew world class beers locally. The beers have passed our strict quality standards to ensure that they will meet yours. We are located in Canandaigua, NY in the beautiful Finger Lakes region of New York.",,YglaK6,Naked Dove Brewing Company,False,brewery,http://www.nakeddovebrewing.com/
,,byjCoV,Namaqua Brewing,False,brewery,
,,EIS0xw,Namibia Breweries,False,brewery,
,,0JYF4o,Nano 108 Brewing Company,False,brewery,http://nano108brewing.com/
Nano Brew Cleveland is a friendly neighborhood brewpub with 24 beers on draft both at the inside bar and at the lively outdoor Beer Garden Bar. Enjoy a freshly brewed beer from our 1 barrel brewhouse or any of the other local craft breweries we feature on draft. Brewmaster Andy Tveekrem brings over two decade of award-winning brewing experience to this small but mighty brewhouse to turn out advent...See More,2012,MXQ7ca,Nano Brew Cleveland,False,brewery,http://nanobrewcleveland.com/
"Nantahala Brewing Company is a microbrewery that was founded in Bryson City, Western North Carolina’s outdoor adventure capital, in the spring of 2009.  We officially started selling beer in May 2010.  If you are in the area, stop by and check out our progress.",2010,gINfbT,Nantahala Brewing Company,False,brewery,http://www.nantahalabrewingcompany.com/
"Napa Point Brewing opened November 2013 at 388 Devlin Road, near the Napa County Airport, with the goal of bringing “ultra-premium” beer and food to the Napa Valley  A variety of staple beers, like the India Pale Lager, American Hefeweizen, Dry Irish Stout and Amber Ale, are on tap year-round, along with a number of seasonal brews.",2013,8KgyJw,Napa Point Brewing,False,brewery,http://napapointbrewing.com/
"We create our beers using proprietary recipes developed by our Master Brewer Don Barkley, with his 30+ years in the craft brewing industry. Only the finest domestic and European hops, two row barley, and malted wheat are used in the beer that we make",2008,l7He1U,Napa Smith Brewery,False,brewery,http://www.napasmithbrewery.com/
,,iiQZKi,Napa Valley Brewing Co/ Calistoga Inn,False,brewery,http://www.napabeer.com/
"Naparbier is committed to make beer with a high quality, using the best ingredients, naturals and fresh. It means that each Naparbier beer is make without preservatives, additives and other harmful chemicals.
We develop uncompromising beer. Beers bold and irreverent. Beer with passion and soul.",,ynniBf,Naparbier,False,brewery,http://www.naparbier.com/
The Naples Beach Brewery is a family owned craft brewery founded with the sole purpose of helping beer drinkers who are disappointed with their current beer selection and are also frustrated with not being able to drink high quality local craft beer. We will make it a point to source local ingredients and products for use along the path from grain to glass. The brewery will begin brewing on modest sized equipment handcrafting small batch ales for the local community and surrounding areas.,2011,plRvOg,Naples Beach Brewery,False,brewery,http://www.naplesbeachbrewery.com/
,2003,AAxJnJ,Närke Kulturbryggeri,False,brewery,http://www.kulturbryggeri.se/
"Narragansett Beer is New England's oldest beer, founded in 1890. It was the #1 beer New England from 1919 through the 1970's and the official beer of the Red Sox for over 30 years. It's now one of the fastest growing beers in New England and was winner of the Bronze Medal at the 2008 World Beer Cup.

Narragansett has always been for New Englanders. That's why in these especially troubling times, we want to build a brand new brewery in the heart of New England. The brewery would provide a slew of new jobs and help stimulate New England's economy. We need to sell 7.5 million cases of beer a year to be able to make it all happen. And to do that, we need you! So Drink your part! You buy a case, we build a brewery.",1890,mGqkXE,Narragansett Brewing Company,False,brewery,http://www.narragansettbeer.com/
,,6OhlBH,Narrow Gauge Brewing Co/Granary Brewpub,False,brewery,
,,xDzvQP,Narrows Brewing,False,brewery,http://narrowsbrewing.com/
"Our brewery was established in 2004 to provide a wide range of flavorful Ales and Lagers, brewed and packaged on site at our picturesque farm. Each beer is hand crafted in small batches, employing both traditional brewing methods and American craft-brewing creativity. We offer our fine micro-brewed beers on draft with your meal at J’s Restaurant and for sale at our Wine Shoppe.

We mill our grain on site and grow hops used in our operations. All beers are 100% brewed and packaged on site. There are no additives or preservatives in our beers.",2004,V2cXSI,Nashoba Valley Winery,False,brewery,http://nashobawinery.com/
,,U4yx1q,Natian Brewery,False,brewery,http://www.natianbrewery.com/
Zimbabwe's National Brewery.,,ktgW91,National Breweries,False,brewery,
,2011,pbu3OK,National Brewing Company,False,brewery,http://www.nationalpremiumbeer.com
,,FRXKiy,Native Brewing Co,False,brewery,http://www.nativebrewingco.com/
"Natty Greene's Pub and Brewing Company is one of the most frequented restaurants in the downtown area and in Greensboro. Natty's offers a variety of menu items such as platters, appetizers, beverages and specialty housecrafted brew on tap along with a sports bar atmosphere and patio dining available. Great restaurant for all ages. Childrens menu available.",2004,rfXHD7,Natty Greene's Brewing Co.,False,brewery,http://nattygreenes.com/
,2006,QlLikG,Naukabout Beer Company,False,brewery,http://naukabout.com/
,,d7oWZX,"Naumko Brewing Company, LLC",False,brewery,
Our passion is brewing quality handcrafted ales.,,XcRYiw,Navigation Brewing Company,False,brewery,http://www.navigationbrewing.com/
"Nebraska Brewing Company was formed in November of 2007 and has established itself as a Midwest Innovator of quality Craft Beers and artisanal Barrel-Aged Products. Building on a reputation for quality, flavor, and creativity, Nebraska Brewing Company strives to be a stand-out in an ever growing field. Nebraska Brewing Company is proud to be locally owned and locally operated. Small, independent, and pushing the envelope.

Brewpub est. Nov'07
Production Facility Jan'14",2007,qcAp7N,Nebraska Brewing Company,False,brewery,http://www.nebraskabrewingco.com/
,2001,sYA2G2,Neckarsulmer Brauhaus,False,brewery,http://www.brauhaus-neckarsulm.de/
"Nectar Creek Honeywine was created by two brothers with a contagious energy to redefine the world's oldest fermented beverage as a new and artful libation. All of our mead is handcrafted in small batches using the best ingredients the Pacific Northwest has to offer, highlighting specific blends of Willamette Valley honey, water and yeast to produce a sensational pint",,XQW2de,Nectar Creek,False,brewery,http://NectarCreek.com/
"Even if you paid attention in school, you probably still don’t know that there was a time, before Prohibition, when our region was the hop capital of the nation. And when more than 50 breweries operated in the area.

Nedloh Brewing Company is committed to restoring the tradition of hop growing and small breweries in our area. We’re dedicated to making beer the way it should be, with fanatical quality, and a glint in our eye when we get to experiment on a new small batch.",2012,KKUZ16,Nedloh Brewing Company,False,brewery,http://www.NedlohBrewing.com
"Negev Brewery started in 2005 as one of the first home-breweries in Israel.
Already at this stage, the special beers have won recognition and appreciation throughout the country, earning numerous awards.",2005,LAjfz5,Negev Brewery,False,brewery,http://www.negevbrewery.co.il/
"Classic German Beers with an American Twist
Based In Exeter, NH, The Neighborhood Beer Co. is a craft brewery specializing in American interpretations of authentic German-style beers made from the finest and freshest ingredients on Earth.  Based on a shared passion for flavorful, easy-drinking beers and a commitment to high quality and innovation, Neighborhood beers are designed to help bring people together.",2015,6h4BDc,Neighborhood Beer Co.,False,brewery,http://www.nhbeerco.com
"The Neil House Brewery was started by Patrick Kelleher, who was, at the time, an undergraduate student in Chemistry at The Ohio State University. What started as a hobby turned into a passion, and now the Neil House Brewery is open as a fully-functional Columbus-area microbrewery.

Also, the Neil House is a fully stocked retailer of homebrewing supplies. Whether you are into making beer, wine, mead, cider, soda, or cheese, please check the Homebrew Supply section of our website for prices, and stop into the store.",2009,t2Diqc,Neil House Brewery,False,brewery,http://www.neilhousebrewery.com/
"The brewery was first brought to the Historic Dockyard at Chatham as the Flagship Brewery in 1995 where it established a five barrel kit brewing up to 100 firkins a week. All the ales have nautical themed names to gel with the surroundings in which it is brewed


In 2003 the brewery was bought and renamed the Nelson Brewing Company to fall in line with the most famous naval hero of all time 'Admiral Horatio Nelson' and that his flagship 'The Victory' was built here in Chatham Dockyard.

In July 2006 the brewery was purchased by Piers Macdonald. Piers has over 20 years experience in the brewing industry and is passionate to keep the traditions of Kent brewing alive. Using the best ingredients and the finest Kent hops, combined with the expertise and dedication of his brewing staff, Piers plans to build on the brewery's already growing reputation as the provider of some of the tastiest ales on the market.

Now brewing from a seven and a half barrel kit and regularly having over a dozen ales of various strengths and taste available, the brewery is sure to have a beer to suit all!",1995,OYQA8m,Nelson Brewery,False,brewery,http://www.nelsonbrewery.co.uk/
"Since its inception in 1991, the Nelson Brewing Company has been dedicated to producing all natural, traditional, full-flavoured ales. In 2006 we decided to let the brewery evolve to an even more natural state, and by October of that year we were granted Certified Organic status. In a sense, we were getting back to our roots. People have been brewing organically for over 6000 years; the current practice of large-scale industrial farming with synthetic fertilizers and pesticides is an aberration of traditional farming, and therefore brewing, practices. Choosing organic production is also in keeping with the spirit of our home town of Nelson, a laid-back, progressive community nestled in the heart of the Kootenays. With limitless backcountry skiing and hiking at our back door, as well as a host of other outdoor activities year-round, brewing an organic beer in Nelson just seems like the natural thing to do.

What does it mean to be organic? Organic certification is a guarantee that our beer and its ingredients were produced without the use of synthetic fertilizers, pesticides, or genetic engineering. Our processes, cleaning and sanitation regimes must also adhere to a strict set of organic principles and be approved by our organic certification body. Being organic also signifies a commitment to environmental sustainability. Our goal is to eventually source all of our ingredients as locally as possible. Most of our barley is already malted right here in BC, and we are working with local farmers toward the planting of certified organic hops. Our spent materials are recycled by local farmers as feed and compost.",,SvtdGo,Nelson Brewing Company,False,brewery,http://nelsonbrewing.com/
,,lQpt6I,Němý Medvěd,False,brewery,
The Neon Groundhog Brewery was added to our brand in May 2015. We are excited to see this addition grow and prosper at Majestic Oak Winery.,,sknad5,Neon Groundhog Brewery,False,brewery,http://www.majesticoakwinery.com/neon-groundhog
"A small brewery and tap room in Livingston, Montana that focuses on great beer, food and service. Don't drink like a fish, Drink Like a God!",1998,0o5iQ6,Neptunes Brewery,False,brewery,http://www.neptunesbrewery.com
"Located in Lower Bucks County, Pennsylvania, Neshaminy Creek Brewing is one of the fastest growing craft breweries in the Philadelphia area.  Since opening in June of 2012 the brewery has built a solid reputation for solid lagers and hoppy ales.  Winner of the 2015 Philly Beer Scene magazine Brewery of the Year and 2014 and 2015 Brewer of the Year, Neshaminy Creek has also won a GABF Gold Medal in 2013 for their Vienna-style Churchville Lager.

To make great tasting beer that challenges not only beer drinkers, but ourselves as brewers as well.",2012,UbQHhM,Neshaminy Creek Brewing Company,False,brewery,http://neshaminycreekbrewing.com
,,5FcRQF,Nethergate Brewery Co Ltd,False,brewery,http://www.nethergate.co.uk/
,,7Yytym,Neumarkter Lammsbräu,False,brewery,http://www.lammsbraeu.de/
"At Neuse River Brewing Co. we concentrate on Belgian style ales and IPAs. Our goal is to pay homage to the traditional styles of beer which have been perfected throughout time although we are also passionate about experimenting with contemporary concepts and bridging the gaps between the two. Neuse River Brewing Co. incorporates sustainable practices and buys local whenever possible in an effort to support our neighbors.

NRBC will be located just outside the Five Points area in Raleigh, North Carolina. The 68 year old building, originally built for restoring and building firetrucks, will house the 20bbl brewhouse and tasting room. Come early 2015, patrons will be able to enjoy one of our Belgian inspired ales while taking in a view of the downtown Raleigh city skyline or relaxing beside the herb garden.

NRBC provides a gathering place for friends, family and community to share stories and quality time with one another. And, if we’re lucky, our beers will help to inspire new stories and memories for many years to come.
 
Santé!",2014,Ym0fEg,Neuse River Brewing Company,False,brewery,http://neuseriverbrewing.com/
"Neustadt Springs Brewery, a small family-run craft brewery, is dedicated to brewing only natural premium ales and beers, using the finest Canadian malts, New Zealand hops and European yeasts. Reputed to be Ontario's oldest original operating brewery building, the 1859 stone-built brewery rests over some of the purest spring water in Ontario.",,aRJ48B,Neustadt Springs Brewery,False,brewery,http://www.neustadtsprings.com/
,2002,W7AoaV,Neustädter Hausbrauerei Schwingenheuer,False,brewery,http://www.obergaerig.de/
"Nevin's Brewing Company opened its doors in December 2012. Like all breweries, we use grain to make our beer. But unlike other breweries, we do not simply discard our used or ""spent"" grain. Instead, we deliver our spent grain to local farmers to use as feed for livestock and compost to enrich the soil for vegetables. We then, in turn, purchase this well-fed livestock and nutrient-rich vegetables to make our steaks, burgers, salads, side dishes and so many other items on our menu.

Our goal is not only to bring you the freshest, most flavorful food and beer possible, but also to aim as high as we can for true sustainability.",2012,vM3y9r,Nevin's Brewing Company,False,brewery,http://www.nevinsbrewing.com/
"The Brewery was officially brewing in October 2002 and was incorporated in 1994 as the New Albanian Brewing Company in a room that branches off of Sportstime Pizza. The brewery established by Roger Baylor his wife Amy (O'Connell) Baylor and her sister Kate O'Connel. This is the first commercial brewery in New Albany since 1935. The first brewmaster was Michael Borchers which brought with him experience and used machines from the now defunct Silver Creek Brewing Corporation that was located in Sellersburg, Indiana. Jared Williamson and Jesse Williams are the current brewers working the brewery. In 2005, 14,000 gallons of beer was produced by the brewery, and with the new additions, the planned output for 2007 is double the 2005 amount.",2002,hZLFZg,New Albanian Brewing,False,brewery,http://www.newalbanian.com/
"Our story starts in the kitchen of David Bryan circa 2006.  That's when the first batches of home-brewed beer began appearing and David's wife Lori began to realize that her husband was forming a lifetime passion.  David's passion would continue to grow and evolve.  He learned the tradition of brewing in America.  The history of small family owned breweries that we able to serve fresh handcrafted beer to their local communities.  The fact that the these small local breweries became points of pride in the community and that the businesses would stay in the family for generations.  
 
An idea began to grow.  The idea that despite the brewing world we live in now with mega breweries pumping out mass marketed bland beer, that a small locally owned brewery making fresh unique beer could again be a source of pride for a community.  David dreamed of recreating this American brewing tradition and so set out on his way to do just that.
 
David spent the next 7 years honing his craft.  Learning about beer styles and brewing techniques.  Winning contests with his beer and defining a unique style for quality and consistency.  In 2012 the wheels were set into motion for our brewery when David met Tyler Meusburger, a colleague with a passion for entrepreneurship and creativity.  Working together they began building a business plan and putting financing into place, and in Nov of 2013 David and Tyler brewed the first batch of beer at New American Brewing Co.
 
We look forward to continuing our story and living a ""New Tradition"" of American brewing.
 
Drink American!",,RHn3Pm,New American Brewing Co.,False,brewery,http://www.newamericanbeer.com
